-6.000000 0.000000 0.000000  0.000000
-5.896353 0.000000 0.000000 -0.000000
-5.728647 0.000000 0.000000 -0.000000
-5.625000 0.000000 0.000000 -0.000000
-5.625000 0.000000 0.000000 -0.000000
-5.521353 0.000000 0.000000 -0.000000
-5.353647 0.000000 0.000000 -0.000000
-5.250000 0.000000 0.000000 -0.000000
-5.250000 0.000000 0.000000 -0.000000
-5.146353 0.000000 0.000000 -0.000000
-4.978647 0.000000 0.000000 -0.000000
-4.875000 0.000000 0.000000 -0.000000
-4.875000 0.000000 0.000000 -0.000000
-4.771353 0.000000 0.000000 -0.000000
-4.603647 0.000000 0.000000 -0.000000
-4.500000 0.000000 0.000000 -0.000000
-4.500000 0.000000 0.000000 -0.000000
-4.396353 0.000000 0.000000 -0.000000
-4.228647 0.000000 0.000000 -0.000000
-4.125000 0.000000 0.000000 -0.000000
-4.125000 0.000000 0.000000 -0.000000
-4.021353 0.000000 0.000000 -0.000000
-3.853647 0.000000 0.000000 -0.000000
-3.750000 0.000000 0.000000 -0.000000
-3.750000 0.000000 0.000000 -0.000000
-3.646353 0.000000 0.000000 -0.000000
-3.478647 0.000000 0.000000 -0.000000
-3.375000 0.000000 0.000000 -0.000000
-3.375000 0.000000 0.000000 -0.000000
-3.271353 0.000000 0.000000 -0.000000
-3.103647 0.000000 0.000000 -0.000000
-3.000000 0.000000 0.000000 -0.000000
-3.000000 0.000000 0.000000 -0.000000
-2.896353 0.000000 0.000000 -0.000000
-2.728647 0.000000 0.000000 -0.000000
-2.625000 0.000000 0.000000 -0.000000
-2.625000 0.000000 0.000000 -0.000000
-2.521353 0.000000 0.000000 -0.000000
-2.353647 0.000000 0.000000 -0.000000
-2.250000 0.000000 0.000000 -0.000000
-2.250000 0.000000 0.000000 -0.000000
-2.146353 0.000000 0.000000 -0.000000
-1.978647 0.000000 0.000000 -0.000000
-1.875000 0.000000 0.000000 -0.000000
-1.875000 0.000000 0.000000 -0.000000
-1.771353 0.000001 0.000001 -0.000000
-1.603647 0.000001 0.000001 -0.000000
-1.500000 0.000002 0.000002 -0.000000
-1.500000 0.000002 0.000002 -0.000000
-1.396353 0.000003 0.000003 -0.000000
-1.228647 0.000006 0.000006 -0.000000
-1.125000 0.000009 0.000009 -0.000000
-1.125000 0.000009 0.000009 -0.000000
-1.021353 0.000013 0.000013 -0.000000
-0.853647 0.000021 0.000022 -0.000000
-0.750000 0.000029 0.000029 -0.000000
-0.750000 0.000029 0.000029 -0.000000
-0.646353 0.000037 0.000038 -0.000000
-0.478647 0.000055 0.000055 -0.000000
-0.375000 0.000068 0.000068 -0.000000
-0.375000 0.000068 0.000068 -0.000000
-0.271353 0.000082 0.000082 -0.000000
-0.103647 0.000106 0.000107 -0.000000
0.000000 0.000121 0.000121 -0.000000
0.000000 0.000121 0.000121 -0.000000
0.103647 0.000135 0.000135  0.000000
0.271353 0.000153 0.000153  0.000000
0.375000 0.000161 0.000161 -0.000000
0.375000 0.000161 0.000161 -0.000000
0.478647 0.000165 0.000165 -0.000000
0.646353 0.000165 0.000165 -0.000000
0.750000 0.000160 0.000160 -0.000000
0.750000 0.000160 0.000160 -0.000000
0.853647 0.000151 0.000151  0.000000
1.021353 0.000133 0.000133  0.000000
1.125000 0.000119 0.000119  0.000000
1.125000 0.000119 0.000119  0.000000
1.228647 0.000104 0.000104  0.000000
1.396353 0.000080 0.000080  0.000000
1.500000 0.000066 0.000066 -0.000000
1.500000 0.000066 0.000066 -0.000000
1.603647 0.000053 0.000053 -0.000000
1.771353 0.000036 0.000036  0.000000
1.875000 0.000027 0.000027 -0.000000
1.875000 0.000027 0.000027 -0.000000
1.978647 0.000020 0.000020  0.000000
2.146353 0.000012 0.000012 -0.000000
2.250000 0.000008 0.000008 -0.000000
2.250000 0.000008 0.000008 -0.000000
2.353647 0.000006 0.000006  0.000000
2.521353 0.000003 0.000003 -0.000000
2.625000 0.000002 0.000002  0.000000
2.625000 0.000002 0.000002  0.000000
2.728647 0.000001 0.000001  0.000000
2.896353 0.000001 0.000001 -0.000000
3.000000 0.000000 0.000000  0.000000
3.000000 0.000000 0.000000  0.000000
3.103647 0.000000 0.000000  0.000000
3.271353 0.000000 0.000000 -0.000000
3.375000 0.000000 0.000000  0.000000
3.375000 0.000000 0.000000  0.000000
3.478647 0.000000 0.000000  0.000000
3.646353 0.000000 0.000000 -0.000000
3.750000 0.000000 0.000000  0.000000
3.750000 0.000000 0.000000  0.000000
3.853647 0.000000 0.000000  0.000000
4.021353 0.000000 0.000000 -0.000000
4.125000 0.000000 0.000000  0.000000
4.125000 0.000000 0.000000  0.000000
4.228647 0.000000 0.000000  0.000000
4.396353 0.000000 0.000000 -0.000000
4.500000 0.000000 0.000000  0.000000
4.500000 0.000000 0.000000  0.000000
4.603647 0.000000 0.000000  0.000000
4.771353 0.000000 0.000000 -0.000000
4.875000 0.000000 0.000000  0.000000
4.875000 0.000000 0.000000  0.000000
4.978647 0.000000 0.000000  0.000000
5.146353 0.000000 0.000000 -0.000000
5.250000 0.000000 0.000000  0.000000
5.250000 0.000000 0.000000  0.000000
5.353647 0.000000 0.000000  0.000000
5.521353 0.000000 0.000000 -0.000000
5.625000 0.000000 0.000000  0.000000
5.625000 0.000000 0.000000  0.000000
5.728647 0.000000 0.000000  0.000000
5.896353 0.000000 0.000000 -0.000000
6.000000 0.000000 0.000000  0.000000
